signature,technique_id,technique_name,tactic,description
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thinkellk .run) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thinkrz .lol) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thinkyyokej .sbs in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thinlpr .buzz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thoqp .lat) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (threatqjqy .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (threeviolen .icu) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (throaatyinpak .site) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (throushgje .click in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thundeqqbw .bet) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thundercoall .live) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thundut .biz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (thuspulllig .fun) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tidwhf .live) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tidy-celery .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tiltvc .digital) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tiltyufaz .ru) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (timerlesssaga .run) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (timnelessdesign .cyou in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tinklertjp .bet) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tirepublicerj .shop in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (titanaquaplus .xyz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (titlewoundyb .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (titlexy .my in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (todoexy .su in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (togomwd .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (toleratedbaybo .cyou in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tollactionancestorw .pw) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (topographky .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (toppyneedus .biz in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (toqyxuy .shop in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (torpdidebar .com in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tortoisgfe .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tothelo .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (touchfh .shop) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (touvrlane .bet in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tracnquilforest .life in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tragedj .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trainen .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tramoqj .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (transatcitov .cfd) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (transdataa .digital) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tranuqlekper .bond in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (traveladdicts .top in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (travelilx .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (traveljournal-techinsights .shop in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (travewlio .shop in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (travielup .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (travis .terrifyenyb .icu in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (traygullibalkerj .click in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trbxlj .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trenadne .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trendion .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (triangledh .store) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trichcd .bet) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trichoi .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (triniliu .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (triobm .xyz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tripeggyun .fun) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tripfflux .world) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tripfjoyq .life) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (triplooqp .world in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (triremeo .digital) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tritonbody .fun) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tropiscbs .live) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trotskxt .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trotwhvn .live) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (troyouc .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trqqe .xyz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (trsuv .xyz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (truculengisau .biz in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tunenrnc .top) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (turacpn .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (turngallerudgo .icu in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tuvalul .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (twigbestug .shop in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (twinwx .digital) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (twistforcepo .cfd in TLS SNI),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tymvd .xyz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (tyrpsrl .live) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (udtbwaz .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (ulmudhw .shop) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (ultracpj .xyz) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (unaideg .cyou) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (unapjjh .shop) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (unbinddas .digital) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Observed Win32/Lumma Stealer Related Domain (unceasnowj .run) in TLS SNI,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
